project_facility_name,project_city,project_state,project_county,project_lat,project_long,project_status,project_mw,project_operator,event_type,event_subtype,decision,actor,actor_level,date,date_precision,source_url,source_quote
Vantage: Stacks Rd project,Atlanta,GA,Fulton,33.60657,-84.5304,Proposed,,,project_announced,,n_a,Vantage Data Centers,developer,2024-08-15,day,https://www.datacenterdynamics.com/en/news/vantage-files-for-two-data-center-campuses-outside-atlanta-georgia/,"Vantage has filed to build two data center campuses outside Atlanta, Georgia."
Vantage: Stacks Rd project,Atlanta,GA,Fulton,33.60657,-84.5304,Proposed,,,other,Projected completion date (planned),planned,Vantage Data Centers,developer,2027-01,month,https://www.datacenterdynamics.com/en/news/vantage-files-for-two-data-center-campuses-outside-atlanta-georgia/,"The second application, known as the Stacks Road project... The project is due for completion in January 2027."
Vantage V2 Campus 22318 Glenn Drive,Sterling,VA,Loudoun,38.997974,-77.43019,Operating,,VANTAGE DATA CENTERS VA2 LLC,land_purchased,,n_a,Vantage Data Centers VA2 LLC,developer,2021-10,month,https://www.datacenterdynamics.com/en/news/vantage-files-to-develop-second-virginia-campus-in-sterling/,Loudoun property records show Vantage bought a total of 17 acres located at 22318 Glenn Drive for $46 million in October last year.
Vantage V2 Campus 22318 Glenn Drive,Sterling,VA,Loudoun,38.997974,-77.43019,Operating,,VANTAGE DATA CENTERS VA2 LLC,site_plan_applied,,filed,Vantage Data Centers VA2 LLC,developer,2022-08,month,https://www.datacenterdynamics.com/en/news/vantage-files-to-develop-second-virginia-campus-in-sterling/,"the company is proceeding through the site plan approval process for the new campus in Sterling, per public filings."
Vantage V2 Campus 22318 Glenn Drive,Sterling,VA,Loudoun,38.997974,-77.43019,Operating,,VANTAGE DATA CENTERS VA2 LLC,project_announced,,n_a,Vantage Data Centers VA2 LLC,developer,2022-08-31,day,https://www.datacenterdynamics.com/en/news/vantage-files-to-develop-second-virginia-campus-in-sterling/,"Vantage files to develop second Virginia campus in Sterling … August 31, 2022"
Vantage V2 Campus 22318 Glenn Drive,Sterling,VA,Loudoun,38.997974,-77.43019,Operating,,VANTAGE DATA CENTERS VA2 LLC,construction_started,Projected start of construction following site plan approval,planned,Vantage Data Centers VA2 LLC,developer,2023,year,https://www.datacenterdynamics.com/en/news/vantage-files-to-develop-second-virginia-campus-in-sterling/,requires construction to start immediately after a project's site plan is approved; start of construction is reportedly projected for early next year.
Vantage V2 Campus 22318 Glenn Drive,Sterling,VA,Loudoun,38.997974,-77.43019,Operating,,VANTAGE DATA CENTERS VA2 LLC,fully_operational,FracTracker labels project as Operating,n_a,Vantage Data Centers VA2 LLC,developer,2025,year,other_info,STATUS (FracTracker label): Operating
Vantage VA 3,Ashburn,VA,Loudoun,39.077393,-77.506165,Expanding,,VANTAGE DATA CENTERS VA3 LLC/Jeff Tench,other,campus expansion noted – first building of VA3 Campus; square footage subtracted from parent entry,in_progress,Vantage Data Centers VA3 LLC / Jeff Tench,developer,<UNKNOWN>,year,other_info,First building of VA 3 Campus. Square footage has been subtracted from the parent entry
Vantage: Westlake Project,Atlanta,GA,Fulton,33.70682,-84.5833,Proposed,,,other,Development of Regional Impact (DRI) application filed with Georgia Department of Community Affairs,filed,Georgia Department of Community Affairs,state,2024-08,month,https://www.datacenterdynamics.com/en/news/vantage-files-for-two-data-center-campuses-outside-atlanta-georgia/,The company this month filed two Developments of Regional Impact applications with the Georgia Department of Community Affairs for data center campuses in South Fulton in Fulton County
Vantage: Westlake Project,Atlanta,GA,Fulton,33.70682,-84.5833,Proposed,,,project_announced,,n_a,Vantage Data Centers,developer,2024-08-15,day,https://www.datacenterdynamics.com/en/news/vantage-files-for-two-data-center-campuses-outside-atlanta-georgia/,"Vantage files for two data center campuses outside Atlanta, Georgia ... August 15, 2024"
Vantage: Westlake Project,Atlanta,GA,Fulton,33.70682,-84.5833,Proposed,,,other,Projected project completion date (January 2028),planned,Vantage Data Centers,developer,2028-01,month,https://www.datacenterdynamics.com/en/news/vantage-files-for-two-data-center-campuses-outside-atlanta-georgia/,"The first application, known as the Westlake project, aims to build a 754,220 sq ft ... The project is due for completion in January 2028."
VERISIGN INC,Sterling,VA,Loudoun,38.997738,-77.44368,Operating,,VERISIGN INC,fully_operational,facility listed as Operating per FracTracker,n_a,VeriSign Inc,developer,2024,year,other_info,Computer Center
Vermaland Data Center,Red Rock,AZ,Pinal,32.55145,-111.452,Proposed,">3,000",Vermaland LLC,project_announced,,n_a,Vermaland LLC,developer,2025-07-30,day,https://www.azcentral.com/story/news/local/pinal/2025/07/30/developer-plans-33-billion-data-center-in-pinal-county/85381868007/,"Kuldip Verma, CEO of Vermaland, is priming a 3,300-acre site near Eloy for the development, which could support up to three gigawatts of power capacity."
Viking Data Centers,Akron ,OH,Summit,41.050426,-81.4743,Operating,150-400,,project_announced,,n_a,Viking Data Centers,developer,2025,year,https://www.vikingdata.io/,"Viking Data Centers is at the forefront of this transformation. Harnessing up to 150 MW of energy 24/7, we're not just powering today; we're preparing for tomorrow's challenges."
Viking Data Centers,Akron ,OH,Summit,41.050426,-81.4743,Operating,150-400,,fully_operational,,n_a,Viking Data Centers,developer,2025,year,https://www.vikingdata.io/,"With a 380,000 sq. ft. facility in Akron, Ohio, we offer cutting-edge infrastructure specifically designed to meet the demands of crypto mining and Al."
Viking Data Centers,Akron ,OH,Summit,41.050426,-81.4743,Operating,150-400,,other,substation_energized,n_a,Viking Data Centers,developer,2025,year,https://www.vikingdata.io/,"With a new substation currently delivering 150 MW of power, our facility is designed to scale... 138KV — 13.8KV SUBSTATION"
Viking Data Centers,Akron ,OH,Summit,41.050426,-81.4743,Operating,150-400,,other,capacity_expansion_planned,planned,Viking Data Centers,developer,2025,year,https://www.vikingdata.io/,"With plans to add an additional 250 MW of power, we ensure that you have the infrastructure needed to stay ahead of industry adoption."
Village Place at Gainesville Technology Park,Gainesville,VA,Prince William,38.801834,-77.6206,Proposed,,CTP-I LLC,rezoning_planning_commission_recommendation,,recommended_approval,Prince William County Planning Commission,local,2021-04,month,https://www.datacenterdynamics.com/en/news/data-center-campus-gets-rezoning-approval-in-prince-william-county-virginia/,Prince William County Planning Commission has recommended approval of a rezoning application that will allow a new data center campus to be built in the county.
Village Place at Gainesville Technology Park,Gainesville,VA,Prince William,38.801834,-77.6206,Proposed,,CTP-I LLC,special_use_permit_applied,,filed,CTP-I LLC,developer,2021-04,month,https://www.datacenterdynamics.com/en/news/data-center-campus-gets-rezoning-approval-in-prince-william-county-virginia/,"CTP-I LLC, is seeking a special-use permit and amendment to the conditions of a previous rezoning on a 45.46-acre portion of a 64.6-acre parcel for the data center."
Village Place at Gainesville Technology Park,Gainesville,VA,Prince William,38.801834,-77.6206,Proposed,,CTP-I LLC,public_hearing_held,Planning Commission vote 6-2 on rezoning recommendation,n_a,Prince William County Planning Commission,local,2021-04,month,https://www.datacenterdynamics.com/en/news/data-center-campus-gets-rezoning-approval-in-prince-william-county-virginia/,InsideNova reports that the Commission voted 6-2 on Wednesday to recommend approval of the plans.
Village Place at Gainesville Technology Park,Gainesville,VA,Prince William,38.801834,-77.6206,Proposed,,CTP-I LLC,land_purchased,,n_a,CTP-I LLC,developer,2021-07-15,day,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=229695,"2021/07/15 $31,091,190 CTP-I LLC XM 202107150083618"
Villages at Leesburg,Leesburg,VA,Loudoun,39.087734,-77.5195,Proposed,,STACK INFRASTRUCTURE,rezoning_council_decision,,approved,Leesburg Town Council,local,2024-02-27,day,"https://www.loudountimes.com/0local-or-not/1local/leesburg-town-council-approves-first-data-center/article_568da46e-d674-11ee-90ca-17b0a49acf18.html#:~:text=0-,A%20map%20shows%20the%2034%2Dacre%20property%20in%20the%20Village,by%20the%20Leesburg%20Town%20Council.&text=The%20Leesburg%20Town%20Council%20voted%206%2D1%20Feb.",The Leesburg Town Council voted 6-1 Feb. 27 to clear the way for a data center on an industrial-zoned property on the eastern outskirts of town
Villages at Leesburg,Leesburg,VA,Loudoun,39.087734,-77.5195,Proposed,,STACK INFRASTRUCTURE,rezoning_planning_commission_recommendation,,recommended_approval,Leesburg Planning Commission,local,2024-02-27,day,"https://www.loudountimes.com/0local-or-not/1local/leesburg-town-council-approves-first-data-center/article_568da46e-d674-11ee-90ca-17b0a49acf18.html#:~:text=0-,A%20map%20shows%20the%2034%2Dacre%20property%20in%20the%20Village,by%20the%20Leesburg%20Town%20Council.&text=The%20Leesburg%20Town%20Council%20voted%206%2D1%20Feb.","Both the Planning Commission and town planning staff supported the application, which was revised several times in response to concerns"
Villages at Leesburg,Leesburg,VA,Loudoun,39.087734,-77.5195,Proposed,,STACK INFRASTRUCTURE,public_hearing_held,,n_a,Leesburg Town Council,local,2024-02-27,day,"https://www.loudountimes.com/0local-or-not/1local/leesburg-town-council-approves-first-data-center/article_568da46e-d674-11ee-90ca-17b0a49acf18.html#:~:text=0-,A%20map%20shows%20the%2034%2Dacre%20property%20in%20the%20Village,by%20the%20Leesburg%20Town%20Council.&text=The%20Leesburg%20Town%20Council%20voted%206%2D1%20Feb.",Several spoke at an hour-long public hearing before the vote.
viLogics Ebensburg,Ebensburg,PA,Cambria,40.45876,-78.758766,Operating,3,viLogics,fully_operational,Facility reported as Operating with fully built-out whitespace per FracTracker,n_a,viLogics,developer,<UNKNOWN>,year,other_info,"Fully Built-Out Whitespace: 2,500 sq.f."
Vint Hill Corners,WARRENTON,VA,Fauquier,38.744583,-77.68534,Proposed,,Vint Hill Corners LLC,project_announced,Project described as proposed; two buildings totaling approx. 360k sq ft,planned,Vint Hill Corners LLC,developer,<UNKNOWN>,year,other_info,"two buildings, split sqft (165k, 195k)"
Vint Hill Technology Campus (CyrusOne),Warrenton,VA,Fauquier,38.75228,-77.67349,Proposed,,C1 Vint Hill LLC,land_purchased,,n_a,C1 Vint Hill LLC,developer,2021-10,month,https://www.datacenterdynamics.com/en/news/two-sites-in-virginias-fauquier-county-bought-by-data-center-developer/,"The 48-acre site in Vint Hill, acquired by a McLean-based real estate investment company in October 2021 is reportedly zoned for up to 981,000 square feet of data center development."
Vint Hill Technology Campus (CyrusOne),Warrenton,VA,Fauquier,38.75228,-77.67349,Proposed,,C1 Vint Hill LLC,project_announced,,n_a,C1 Vint Hill LLC,developer,2022-12-01,day,https://www.datacenterdynamics.com/en/news/two-sites-in-virginias-fauquier-county-bought-by-data-center-developer/,"A data center developer has acquired two plots of land in Fauquier County, Virginia... a 'Texas-based data center developer' recently signed agreements with landowners in the Northern Virginia towns of Vint Hill and Catlett."
Vintage Partners data center,"Laveen, Phoenix",AZ,Maricopa,33.421955,-112.19218,Cancelled,,,construction_started,Initial infrastructure work begun prior to cancellation,in_progress,Vintage Partners,developer,2026-03-05,day,https://www.datacenterdynamics.com/en/news/vintage-partners-scraps-phoenix-arizona-data-center-plans/,The company has reportedly spent a year and a half building a data center campus at the site and had secured city approval.
Vintage Partners data center,"Laveen, Phoenix",AZ,Maricopa,33.421955,-112.19218,Cancelled,,,other,City approval previously granted for data center project,approved,City of Phoenix,local,2026-03-05,day,https://www.datacenterdynamics.com/en/news/vintage-partners-scraps-phoenix-arizona-data-center-plans/,The company has reportedly spent a year and a half building a data center campus at the site and had secured city approval.
Vintage Partners data center,"Laveen, Phoenix",AZ,Maricopa,33.421955,-112.19218,Cancelled,,,moratorium_enacted,Phoenix adopts new data center regulations restricting growth,approved,City of Phoenix,local,2025-07-02,day,https://www.datacenterdynamics.com/en/news/vintage-partners-scraps-phoenix-arizona-data-center-plans/,"Just over a year ago the city voted for more regulation on data center growth, citing concerns over land and power demand... The regulations were adopted on July 2."
Vintage Partners data center,"Laveen, Phoenix",AZ,Maricopa,33.421955,-112.19218,Cancelled,,,other,Developer filed compensation claim for property value loss due to regulatory changes,filed,Vintage Partners,developer,2026-03-05,day,https://www.datacenterdynamics.com/en/news/vintage-partners-scraps-phoenix-arizona-data-center-plans/,"The company filed for compensation for the property's loss in value, but the city asked it to drop the claim and scrap plans for the data center."
