facility_name,city,state,county,lat,long,status,mw,operator_name,n_llm_events,earliest_llm_event_date,latest_llm_event_date,llm_event_types,timeline_summary
Dulles 28 Technology Park,Sterling,VA,Loudoun,39.0084,-77.44291,Proposed,,BlackChamber Group,5,2022,2022-04-05,public_hearing_held|rezoning_applied|rezoning_council_decision|rezoning_planning_commission_recommendation,2022(year): rezoning_applied=filed by Long Drive Land Company LLC; 2022(year): rezoning_planning_commission_recommendation=recommended_denial by Loudoun County Planning Commission; 2022-03-15(day): rezoning_council_decision=approved by Loudoun County Board of Supervisors; 2022-04(month): rezoning_council_decision=approved by Loudoun County Board of Supervisors; 2022-04-05(day): public_hearing_held=n_a by Loudoun County Board of Supervisors
Dulles Commerce,Sterling,VA,Loudoun,38.961967,-77.49829,Expanding,,PROLOGIS-EXCHANGE 43461 OLD OX ROAD LLC,1,2025,2025,other,2025(year): other=in_progress by PROLOGIS-EXCHANGE 43461 OLD OX ROAD LLC
DULLES DISTRIBUTION Landbay A,STERLING,VA,Loudoun,38.980274,-77.441475,Proposed,,,1,<UNKNOWN>,<UNKNOWN>,project_announced,<UNKNOWN>(year): project_announced=planned by unknown
DULLES DISTRIBUTION Landbay B,STERLING,VA,Loudoun,38.978138,-77.4419,Proposed,,,0,,,,
Dulles Electric Data Centers,STERLING,VA,Loudoun,38.99133,-77.42659,Proposed,,,1,2025,2025,other,2025(year): other=n_a by FracTracker
DULLES NCP LLC,Sterling,VA,Loudoun,38.9824,-77.42485,Operating,,DULLES NCP LLC,1,2024,2024,other,2024(year): other=n_a by Dulles NCP LLC
DULLES NORTH CORPORATE PARK 8,Sterling,VA,Loudoun,38.995342,-77.432556,Proposed,,John Collich/BF SAUL REAL ESTATE INVESTMENT,1,2023-01,2023-01,project_announced,2023-01(month): project_announced=planned by BF Saul Real Estate Investment / John Collich
Dulles Trade Center West,Sterling,VA,Loudoun,38.95402,-77.52864,Proposed,,10 Trade West Drive LLC/Charles S Kuhn Manager,0,,,,
FR SUMMIT AWS,Sterling,VA,Loudoun,38.98871,-77.44765,Operating,,FR SUMMIT LLC,2,2024,2024,fully_operational|other,2024(year): other=n_a by Loudoun County Assessor; 2024(year): fully_operational=n_a by FR Summit LLC
GI TC 45360 SEVERN WAY LLC,Sterling,VA,Loudoun,39.021675,-77.432915,Operating,,GI TC 45360 SEVERN WAY LLC,1,2024,2024,fully_operational,2024(year): fully_operational=n_a by GI TC 45360 Severn Way LLC
GLENN DRIVE NORTH & SOUTH,STERLING,VA,Loudoun,38.988274,-77.416306,Proposed,,,1,2025,2025,other,2025(year): other=n_a by FracTracker
HORSESHOE DRIVE,Sterling,VA,Loudoun,39.026024,-77.411606,Proposed,,,0,,,,
IAD03,Sterling,VA,Loudoun,38.993076,-77.43411,Operating,,Aligned Data Centers,2,2023,2023,fully_operational|other,2023(year): fully_operational=n_a by Aligned Data Centers; 2023(year): other=n_a by Aligned Data Centers
IAD2 Evoque Cyxtera,Sterling,VA,Loudoun,38.984196,-77.42402,Operating,,22810-22860 INTERNATIONAL DRIVE LLC,1,2024,2024,fully_operational,2024(year): fully_operational=n_a by Cyxtera
IAD214,Sterling,VA,Loudoun,38.986732,-77.43558,Operating,,,0,,,,
IAD3 Evoque Cyxtera,Sterling,VA,Loudoun,38.98106,-77.444336,Operating,,22995 WILDER COURT LLC,1,2024,2024,fully_operational,2024(year): fully_operational=n_a by 22995 WILDER COURT LLC
IAD76,Sterling,VA,Loudoun,38.994057,-77.45023,Operating,,FR RANDOLPH DRIVE LLC,1,2024,2024,other,2024(year): other=n_a by FR Randolph Drive LLC
JK TECHNOLOGY PARK #3,Sterling,VA,Loudoun,38.945557,-77.54126,Proposed,,,1,<UNKNOWN>,<UNKNOWN>,site_plan_applied,<UNKNOWN>(year): site_plan_applied=filed by Loudoun County
Loudoun Commerce Center,Sterling,VA,Loudoun,39.0224,-77.41007,Proposed,,Amazon,4,2022-02,2023-05-23,land_purchased|project_announced|site_plan_applied,2022-02(month): land_purchased=n_a by Amazon Data Services; 2022-07(month): land_purchased=n_a by Amazon Data Services; 2023-05(month): site_plan_applied=filed by Amazon Data Services; 2023-05-23(day): project_announced=n_a by Amazon Data Services
Manekin Plaza,Sterling,VA,Loudoun,39.023773,-77.40789,Proposed,,Amazon,3,2022-02,2023-05-23,land_purchased|project_announced|site_plan_applied,2022-02(month): land_purchased=n_a by Amazon Data Services; 2023-05(month): site_plan_applied=filed by Amazon Data Services; 2023-05-23(day): project_announced=n_a by Amazon Data Services
MARIES TECH PARK LLC,Sterling,VA,Loudoun,39.024,-77.4195,Operating,,Amazon,1,<UNKNOWN>,<UNKNOWN>,fully_operational,<UNKNOWN>(year): fully_operational=n_a by Amazon
ME-DC Pacific,Sterling,VA,Loudoun,38.999855,-77.445175,Proposed,,,0,,,,
MECP 1 ASHBURN 2 LLC,Sterling,VA,Loudoun,39.02199,-77.415115,Proposed,,EdgeCore Digital/Partners Group,3,2023,2023-04-03,land_purchased|project_announced|site_plan_applied,2023(year): land_purchased=n_a by Penzance; 2023(year): site_plan_applied=in_progress by EdgeCore Digital Infrastructure; 2023-04-03(day): project_announced=n_a by EdgeCore Digital Infrastructure
MECP1 ASHBURN 1 LLC,Sterling,VA,Loudoun,39.028484,-77.42769,Operating,,,1,<UNKNOWN>,<UNKNOWN>,other,<UNKNOWN>(year): other=n_a by MECP1 Ashburn 1 LLC
MECP2 ASHBURN 2 LLC,Sterling,VA,Loudoun,39.03041,-77.429016,Operating,,,1,<UNKNOWN>,<UNKNOWN>,other,<UNKNOWN>(year): other=n_a by Loudoun County
MECP3 ASHBURN 3 LLC,Sterling,VA,Loudoun,39.03235,-77.42991,Operating,,,1,2024,2024,fully_operational,2024(year): fully_operational=n_a by MECP3 Ashburn 3 LLC
MERCURE BUSINESS PARK LOT 22,STERLING,VA,Loudoun,38.98593,-77.478325,Proposed,,,1,2022,2022,other,2022(year): other=n_a by unknown
MERCURE BUSINESS PARK LOT 4A1B,STERLING,VA,Loudoun,38.98479,-77.48216,Proposed,,,1,2025,2025,project_announced,2025(year): project_announced=planned by unknown
MERCURE BUSINESS PARK LOTS 19 AND 20,STERLING,VA,Loudoun,38.985,-77.47932,Proposed,,,1,2025,2025,other,2025(year): other=planned by unknown
NV-4 CYRUSONE LLC,Sterling,VA,Loudoun,38.984684,-77.42581,Operating,13,C1 NORTHERN VIRGINIA - STERLING IV LLC,1,<UNKNOWN>,<UNKNOWN>,fully_operational,<UNKNOWN>(year): fully_operational=n_a by C1 Northern Virginia - Sterling IV LLC
NV-8 CYRUSONE,Sterling,VA,Loudoun,39.021248,-77.41337,Operating,,C1 NORTHERN VIRGINIA - STERLING VIII LLC,1,<UNKNOWN>,<UNKNOWN>,fully_operational,<UNKNOWN>(year): fully_operational=n_a by C1 Northern Virginia - Sterling VIII LLC
NV-9 CYRUSONE,Sterling,VA,Loudoun,38.958664,-77.50507,Expanding,135,C1 NORTHERN VIRGINIA - STERLING IX LLC,1,2024,2024,other,2024(year): other=filed by C1 Northern Virginia - Sterling IX LLC
NVA01 STACK INFRASTRUCTURE,Sterling,VA,Loudoun,39.004543,-77.44198,Operating,,"SI NVA01, LLC",1,2024,2024,other,"2024(year): other=n_a by SI NVA01, LLC"
Paragon Park Lot 3B,Sterling,VA,Loudoun,39.01517,-77.43475,Proposed,,BlackChamber Group,0,,,,
Prologis NOVA 1,Sterling,VA,Loudoun,38.98944,-77.44955,Expanding,,Prologis,7,2018-08,2022,land_purchased|other|project_announced|public_hearing_held|rezoning_applied|special_use_permit_applied|variance_applied,2018-08(month): land_purchased=approved by Prologis; 2022(year): project_announced=n_a by Prologis / DCT Dulles Phase I LLC; 2022(year): rezoning_applied=filed by Prologis / DCT Dulles Phase I LLC; 2022(year): special_use_permit_applied=filed by Prologis / DCT Dulles Phase I LLC; 2022(year): variance_applied=filed by Prologis / DCT Dulles Phase I LLC; 2022(year): public_hearing_held=n_a by Loudoun County Planning Commission; 2022(year): other=planned by Prologis / Skybox Datacenters
PROLOGIS PARK GATEWAY II,Sterling,VA,Loudoun,38.98795,-77.43817,Proposed,,Prologis,2,2023-10,2023-10-26,project_announced|rezoning_applied,2023-10(month): rezoning_applied=filed by Loudoun County; 2023-10-26(day): project_announced=n_a by Prologis
PROLOGIS-EXCHANGE 43461 OLD OX ROAD,Sterling,VA,Loudoun,38.95745,-77.49768,Expanding,,PROLOGIS-EXCHANGE 43461 OLD OX ROAD LLC,0,,,,
PROLOGIS-EXCHANGE 43461 OLD OX ROAD,Sterling,VA,Loudoun,38.95321,-77.49552,Expanding,,,0,,,,
QTS Ashburn-Moran,Sterling,VA,Loudoun,38.99446,-77.44814,Operating,,QTS DULLES LLC,1,2024,2024,fully_operational,2024(year): fully_operational=n_a by QTS DULLES LLC
QTS BRODERICK ACQUISITION CO LLC,Sterling,VA,Loudoun,38.999104,-77.44982,Operating,,QTS INVESTMENT PROPERTIES ASHBURN LLC,1,<UNKNOWN>,<UNKNOWN>,fully_operational,<UNKNOWN>(year): fully_operational=n_a by QTS Investment Properties Ashburn LLC
QTS Lockridge ASH2 Quality Tech Lane DC1,Sterling,VA,Loudoun,38.995537,-77.455315,Operating,,ASHBURN ACQUISITION CO II LLC,1,<UNKNOWN>,<UNKNOWN>,other,<UNKNOWN>(year): other=n_a by ASHBURN ACQUISITION CO II LLC
QTS Lockridge ASH2 Quality Tech Lane DC2,Sterling,VA,Loudoun,38.995434,-77.456924,Operating,,QTS Data Centers,1,<UNKNOWN>,<UNKNOWN>,fully_operational,<UNKNOWN>(year): fully_operational=n_a by QTS Data Centers
RIDGETOP CENTER,Sterling,VA,Loudoun,39.024727,-77.409904,Proposed,,,0,,,,
SHAW ROAD BUSINESS PARK,Sterling,VA,Loudoun,38.98132,-77.42225,Proposed,,,1,2025,2025,other,2025(year): other=n_a by unknown
"STERLING VI, V",Sterling,VA,Loudoun,39.02435,-77.434105,Operating,,,0,,,,
Thayer Road,Sterling,VA,Loudoun,39.026966,-77.42448,Proposed,,,0,,,,
VA 16,STERLING,VA,Loudoun,38.99909,-77.44114,Operating,,,0,,,,
VANTAGE DATA CENTERS VA11,Sterling,VA,Loudoun,39.002132,-77.43738,Operating,,VANTAGE DATA CENTERS VA11 LLC,2,2019,2019,fully_operational|other,2019(year): fully_operational=n_a by Vantage Data Centers; 2019(year): other=n_a by Vantage Data Centers
VANTAGE DATA CENTERS VA12,Sterling,VA,Loudoun,39.003056,-77.4401,Operating,,VANTAGE DATA CENTERS VA12 LLC,1,2024,2024,fully_operational,2024(year): fully_operational=n_a by Vantage Data Centers VA12 LLC
Vantage V2 Campus 22318 Glenn Drive,Sterling,VA,Loudoun,38.997974,-77.43019,Operating,,VANTAGE DATA CENTERS VA2 LLC,5,2021-10,2025,construction_started|fully_operational|land_purchased|project_announced|site_plan_applied,2021-10(month): land_purchased=n_a by Vantage Data Centers VA2 LLC; 2022-08(month): site_plan_applied=filed by Vantage Data Centers VA2 LLC; 2022-08-31(day): project_announced=n_a by Vantage Data Centers VA2 LLC; 2023(year): construction_started=planned by Vantage Data Centers VA2 LLC; 2025(year): fully_operational=n_a by Vantage Data Centers VA2 LLC
VERISIGN INC,Sterling,VA,Loudoun,38.997738,-77.44368,Operating,,VERISIGN INC,1,2024,2024,fully_operational,2024(year): fully_operational=n_a by VeriSign Inc
Western Lands,Sterling,VA,Loudoun,38.954502,-77.48892,Proposed,,Digital Realty,1,2024-02-27,2024-02-27,project_announced,2024-02-27(day): project_announced=planned by Digital Realty
Marvell Developments,Stevensburg,VA,Culpeper,38.435802,-77.87576,Proposed,,Amazon,0,,,,
42139 REEDS FARM LN,Stone Ridge,VA,Loudoun,38.944927,-77.549866,Proposed,,Amazon,1,2024,2024,project_announced,2024(year): project_announced=planned by Amazon
IAD11,Stone Ridge,VA,Loudoun,38.948166,-77.55538,Operating,,Microsoft,1,<UNKNOWN>,<UNKNOWN>,fully_operational,<UNKNOWN>(year): fully_operational=n_a by Microsoft
Quail Ridge C - D,Stone Ridge,VA,Loudoun,38.94839,-77.55884,Operating,,,3,2020,2022-02-15,fully_operational|land_purchased|lawsuit_filed,2020(year): lawsuit_filed=filed by Amazon Web Services; 2021-12(month): land_purchased=approved by Amazon Data Services (AWS); 2022-02-15(day): fully_operational=n_a by Amazon Web Services
Google Data Center,Troutville (Botetourt County),VA,Botetourt,37.44555,-79.9223,Proposed,,Google,8,2024-11,2026-03-11,USACE_404_applied|land_purchased|other|power_purchase_agreement_signed|project_announced|rezoning_council_decision,"2024-11(month): rezoning_council_decision=approved by Botetourt County; 2024-12(month): power_purchase_agreement_signed=n_a by Google; 2025-06-20(day): land_purchased=n_a by Google; 2025-06-24(day): project_announced=n_a by Botetourt County; 2025-06-24(day): other=approved by Botetourt County Board of Supervisors; 2025-09-12(day): other=approved by Western Virginia Water Authority; 2025-09-12(day): other=approved by Western Virginia Water Authority; 2026-03-11(day): USACE_404_applied=filed by US Army Corps of Engineers, Norfolk District"
ELIAS DC ASSETS,Tysons,VA,Fairfax,38.91998,-77.21348,Operating,,ELIAS DC ASSETS LLC,0,,,,
Tysons Enterprise West,Vienna,VA,Fairfax,38.909004,-77.2205,Expanding,,Equinix,3,2026-01,2026-02,land_purchased|rezoning_applied|special_use_permit_applied,2026-01(month): land_purchased=n_a by Serverfarm; 2026-02(month): rezoning_applied=filed by Serverfarm; 2026-02(month): special_use_permit_applied=filed by Serverfarm
Globalinx Virginia Beach,Virginia Beach,VA,Virginia Beach,36.783707,-76.00894,Operating,,LANDING 888 LLC,0,,,,
Telxius Cable Landing Station Virginia Beach,Virginia Beach,VA,Virginia Beach,36.777546,-76.00713,Expanding,,Telxius,3,2017,2017,fully_operational|other,2017(year): fully_operational=n_a by Telxius; 2017(year): other=planned by Telxius; 2017(year): other=planned by Telxius
DATA CENTER VINT HILL,Warrenton,VA,Fauquier,38.747417,-77.674255,Expanding,,DATA CENTER VINT HILL LLC,1,2024-07,2024-07,other,2024-07(month): other=in_progress by Data Center Vint Hill LLC
Maple Tree Farm,Warrenton,VA,Fauquier,38.691586,-77.77973,Proposed,,,3,2023-02,2023-02-14,project_announced|public_hearing_held|rezoning_applied,2023-02(month): project_announced=n_a by Dick and Leonard families (farm owners); 2023-02(month): rezoning_applied=filed by Dick and Leonard families (farm owners); 2023-02-14(day): public_hearing_held=n_a by Warrenton Town Council
Vint Hill Corners,WARRENTON,VA,Fauquier,38.744583,-77.68534,Proposed,,Vint Hill Corners LLC,1,<UNKNOWN>,<UNKNOWN>,project_announced,<UNKNOWN>(year): project_announced=planned by Vint Hill Corners LLC
Vint Hill Technology Campus (CyrusOne),Warrenton,VA,Fauquier,38.75228,-77.67349,Proposed,,C1 Vint Hill LLC,2,2021-10,2022-12-01,land_purchased|project_announced,2021-10(month): land_purchased=n_a by C1 Vint Hill LLC; 2022-12-01(day): project_announced=n_a by C1 Vint Hill LLC
DP Facilities: Mineral Gap,Wise,VA,Wise,36.978065,-82.52703,Expanding,,DP FACILITIES INC SOUTH LLC,2,2020,2020,other|project_announced,2020(year): project_announced=planned by DP Facilities Inc South LLC; 2020(year): other=planned by DP Facilities Inc South LLC
Amazon Data Service: Orrock Rd,Woodford,VA,Spotsylvania,38.121346,-77.50528,Proposed,,Amazon,2,2023-06-01,2023-06-01,project_announced|rezoning_applied,"2023-06-01(month): rezoning_applied=filed by Amazon Data Services, Inc.; 2023-06-01(month): project_announced=n_a by Amazon Data Services, Inc."
Mattameade Tech Campus,Woodford,VA,Caroline,38.114647,-77.49115,Proposed,,Amazon,3,2023-05,2023-05,other|public_hearing_held|rezoning_applied,2023-05(month): rezoning_applied=filed by Amazon; 2023-05(month): other=planned by Amazon; 2023-05(month): public_hearing_held=planned by Spotsylvania County Planning Commission and Board of Supervisors
Mattameade Tech Campus,Woodford,VA,Spotsylvania,38.12168,-77.504196,Proposed,,Amazon,3,2023-05,2023-05,other|public_hearing_held|rezoning_applied,2023-05(month): rezoning_applied=filed by Amazon; 2023-05(month): other=planned by Amazon; 2023-05(month): public_hearing_held=planned by Spotsylvania County Planning Commission and Board of Supervisors
Sabey Data Centers - Columbia,East Wenatchee,WA,Douglas,47.4067,-120.187,Operating,,,0,,,,
Equinix Data Center,Kent,WA,King,47.42195,-122.247,Operating,,,0,,,,
TierPoint - Spokane Data Center (SPO03),Liberty Lake,WA,Spokane,47.67205,-117.096,Operating,,,0,,,,
Centersquare Seattle Data Center (Lynnwood),Lynnwood,WA,Snohomish,47.84165,-122.302,Operating,,,0,,,,
Digital Fortress Data Center,Lynnwood,WA,Snohomish,47.82266,-122.289,Operating,,,0,,,,
Microsoft,Malaga,WA,Chelan,47.3591,-120.159,Operating,,Microsoft,7,2022-04,2025-06-16,construction_started|land_purchased|other|project_announced|site_plan_applied,2022-04(month): project_announced=n_a by Microsoft; 2022-04-28(day): land_purchased=approved by Chelan Douglas Regional Port Authority; 2023(year): site_plan_applied=filed by Microsoft; 2024(year): land_purchased=approved by Microsoft; 2025(year): construction_started=planned by Microsoft; 2025-06(month): other=n_a by Microsoft; 2025-06-16(day): other=approved by Chelan PUD
Bitfarm Bitcoin Washington,Moses Lake,WA,Grant,47.19689,-119.293205,Operating,18,,4,2025,2026-12,fully_operational|other|power_purchase_agreement_signed|project_announced,2025(year): fully_operational=n_a by Bitfarms; 2025-11-19(day): project_announced=planned by Bitfarms; 2025-11-19(day): power_purchase_agreement_signed=approved by Bitfarms; 2026-12(month): other=planned by Bitfarms
State Data Center,Olympia,WA,Thurston,47.03483,-122.895,Operating,,,0,,,,
North Olympic Peninsula Data Centers,Port Hadlock-Irondale,WA,Jefferson,48.04007,-122.785,Operating,,,0,,,,
CyrusOne Quincy,Quincy,WA,Grant,47.24391,-119.87,Operating,,,0,,,,
H5 Data Center,Quincy,WA,Grant,47.247917,-119.82491,Operating,82,H5 Data Centers,2,2024-12,2025-01,fully_operational|land_purchased,2024-12(month): land_purchased=approved by H5 Data Centers; 2025-01(month): fully_operational=n_a by H5 Data Centers
Vantage Data Center,Quincy,WA,Grant,47.24988,-119.814,Operating,,,0,,,,
